City,Date,AQI,AQI_Bucket,PM2.5,PM10,NO2,CO,SO2,O3
Lucknow,2017-03-22,303.0,Very Poor,142.68,105.95,52.59,1.94,9.21,57.99
Lucknow,2017-03-23,325.0,Very Poor,172.13,105.95,40.43,1.89,6.72,79.98
Lucknow,2017-03-24,349.0,Very Poor,187.46,105.95,41.96,2.36,7.5,77.01
Lucknow,2017-03-25,329.0,Very Poor,118.0,105.95,27.9,1.83,7.5,63.47
Lucknow,2017-03-26,230.0,Poor,96.39,105.95,31.85,1.25,9.46,79.85
Lucknow,2017-03-27,254.0,Poor,122.3,105.95,37.1,1.56,8.05,92.53
Lucknow,2017-03-28,335.0,Very Poor,168.85,105.95,38.27,2.28,9.39,71.93
Lucknow,2017-03-29,335.0,Very Poor,161.81,105.95,34.5,1.4,8.02,67.76
Lucknow,2017-03-30,325.0,Very Poor,120.82,105.95,29.76,2.34,7.46,65.19
Lucknow,2017-03-31,299.0,Poor,133.84,105.95,40.63,1.43,7.6,71.47
Lucknow,2017-04-01,318.0,Very Poor,128.32,105.95,43.23,1.87,9.24,60.12
Lucknow,2017-04-02,240.0,Poor,92.48,105.95,32.52,1.34,7.76,74.08
Lucknow,2017-04-03,212.0,Poor,88.72,105.95,39.43,2.56,7.73,71.64
Lucknow,2017-04-04,252.0,Poor,103.43,105.95,39.06,2.54,7.64,74.3
Lucknow,2017-04-05,196.0,Moderate,81.51,105.95,26.48,1.4,4.72,80.64
Lucknow,2017-04-06,174.0,Moderate,82.94,105.95,24.61,1.61,4.91,84.98
Lucknow,2017-04-07,215.0,Poor,107.18,105.95,27.98,1.77,5.73,93.6
Lucknow,2017-04-08,230.0,Poor,119.46,105.95,25.03,1.42,6.29,96.31
Lucknow,2017-04-09,298.0,Poor,102.6,105.95,25.85,1.34,8.2,119.65
Lucknow,2017-04-10,202.0,Poor,77.6,105.95,36.26,1.39,7.52,112.79
Lucknow,2017-04-11,208.0,Poor,70.96,105.95,41.23,1.54,8.71,109.3
Lucknow,2017-04-12,186.0,Moderate,93.58,105.95,63.25,1.59,8.6,87.94
Lucknow,2017-04-13,246.0,Poor,123.91,105.95,58.3,1.64,9.4,98.05
Lucknow,2017-04-14,287.0,Poor,80.27,105.95,29.7,1.44,7.97,118.79
Lucknow,2017-04-15,194.0,Moderate,72.42,105.95,23.5,1.66,6.81,114.27
Lucknow,2017-04-16,180.0,Moderate,72.64,105.95,19.11,1.33,7.0,114.72
Lucknow,2017-04-17,198.0,Moderate,87.25,105.95,19.82,1.55,7.47,113.96
Lucknow,2017-04-18,254.0,Poor,122.86,105.95,27.02,1.36,5.09,113.56
Lucknow,2017-04-19,317.0,Very Poor,151.83,105.95,29.38,1.47,4.8,108.42
Lucknow,2017-04-20,321.0,Very Poor,130.52,105.95,23.19,1.34,4.66,85.96
Lucknow,2017-04-21,239.0,Poor,79.89,105.95,13.74,1.33,4.23,107.34
Lucknow,2017-04-22,235.0,Poor,112.19,105.95,11.9,1.42,5.68,84.75
Lucknow,2017-04-23,278.0,Poor,122.7,105.95,22.56,2.13,4.16,69.35
Lucknow,2017-04-24,290.0,Poor,122.53,105.95,35.52,1.88,5.19,94.63
Lucknow,2017-04-25,272.0,Poor,143.97,105.95,38.64,2.4,6.33,97.46
Lucknow,2017-04-26,313.0,Very Poor,130.82,105.95,40.52,1.37,6.8,102.2
Lucknow,2017-04-27,304.0,Very Poor,119.93,105.95,36.53,1.38,6.98,96.12
Lucknow,2017-04-28,260.0,Poor,100.51,105.95,31.68,1.2,6.05,103.57
Lucknow,2017-04-29,264.0,Poor,124.07,105.95,57.45,1.64,7.71,96.8
Lucknow,2017-04-30,302.0,Very Poor,83.5,105.95,46.16,3.23,5.54,127.74
Lucknow,2017-05-01,226.0,Poor,95.31,105.95,45.99,1.27,5.05,108.83
Lucknow,2017-05-02,234.0,Poor,113.81,105.95,59.07,1.97,6.03,96.07
Lucknow,2017-05-03,309.0,Very Poor,138.46,105.95,82.86,1.5,9.89,62.12
Lucknow,2017-05-04,312.0,Very Poor,100.95,105.95,66.08,1.77,6.92,90.9
Lucknow,2017-05-05,302.0,Very Poor,140.85,105.95,57.5,1.38,9.81,105.68
Lucknow,2017-05-06,346.0,Very Poor,208.65,105.95,79.26,1.57,10.12,91.64
Lucknow,2017-05-07,422.0,Severe,301.46,105.95,54.86,1.44,5.99,83.13
Lucknow,2017-05-08,350.0,Very Poor,140.01,105.95,23.93,1.33,4.27,111.37
Lucknow,2017-05-09,237.0,Poor,71.84,105.95,25.41,1.09,3.51,108.01
Lucknow,2017-05-10,137.0,Moderate,56.41,105.95,19.99,1.19,3.66,81.45
Lucknow,2017-05-11,125.0,Moderate,71.62,105.95,35.11,1.37,3.88,67.61
Lucknow,2017-05-12,205.0,Poor,99.51,105.95,38.81,1.33,3.7,70.2
Lucknow,2017-05-13,227.0,Poor,98.49,105.95,38.54,1.3,4.29,57.11
Lucknow,2017-05-14,279.0,Poor,117.21,105.95,24.15,4.29,4.79,7.59
Lucknow,2017-05-15,319.0,Very Poor,137.79,105.95,30.67,1.55,3.88,15.99
Lucknow,2017-05-16,314.0,Very Poor,157.17,105.95,34.09,1.59,2.24,21.36
Lucknow,2017-05-17,263.0,Poor,79.81,105.95,8.75,1.2,2.24,7.08
Lucknow,2017-05-18,146.0,Moderate,102.13,105.95,18.73,1.29,2.94,33.03
Lucknow,2017-05-19,289.0,Poor,143.66,105.95,34.67,1.27,3.59,13.5
Lucknow,2017-05-20,326.0,Very Poor,122.47,105.95,34.29,1.18,3.82,15.7
Lucknow,2017-05-21,288.0,Poor,139.19,105.95,23.7,1.21,2.38,14.86
Lucknow,2017-05-22,317.0,Very Poor,163.59,105.95,23.25,1.22,3.04,17.02
Lucknow,2017-05-23,314.0,Very Poor,125.66,105.95,23.33,1.22,5.1,15.66
Lucknow,2017-05-24,312.0,Very Poor,152.46,105.95,41.85,1.27,4.16,21.4
Lucknow,2017-05-25,346.0,Very Poor,151.47,105.95,39.1,2.95,4.25,46.73
Lucknow,2017-05-26,339.0,Very Poor,131.7,105.95,30.43,4.99,4.24,44.63
Lucknow,2017-05-27,210.0,Poor,65.4,105.95,7.83,1.6,4.69,60.87
Lucknow,2017-05-28,81.0,Satisfactory,57.72,105.95,8.69,1.97,3.67,35.16
Lucknow,2017-05-29,100.0,Satisfactory,60.92,105.95,14.29,1.43,3.55,33.64
Lucknow,2017-05-30,74.0,Satisfactory,40.0,105.95,9.02,1.09,4.13,50.48
Lucknow,2017-05-31,70.0,Satisfactory,39.74,105.95,10.23,1.16,4.04,46.76
Lucknow,2017-06-01,101.0,Moderate,85.74,105.95,32.57,1.42,4.41,33.71
Lucknow,2017-06-02,182.0,Moderate,77.99,105.95,16.37,1.14,5.69,44.74
Lucknow,2017-06-03,179.0,Moderate,115.52,105.95,26.03,1.72,6.13,51.77
Lucknow,2017-06-04,304.0,Very Poor,150.57,105.95,45.77,1.4,4.87,36.67
Lucknow,2017-06-05,321.0,Very Poor,147.38,105.95,27.01,1.36,4.18,27.98
Lucknow,2017-06-06,221.0,Poor,54.14,105.95,13.17,1.18,4.66,9.41
Lucknow,2017-06-07,73.0,Satisfactory,45.04,105.95,12.7,1.2,4.09,8.36
Lucknow,2017-06-08,106.0,Moderate,74.54,105.95,17.12,1.2,5.22,15.85
Lucknow,2017-06-09,150.0,Moderate,70.03,105.95,17.65,1.12,5.11,28.79
Lucknow,2017-06-10,253.0,Poor,99.83,105.95,18.44,4.39,4.58,35.01
Lucknow,2017-06-11,190.0,Moderate,95.04,105.95,16.05,1.15,4.5,51.08
Lucknow,2017-06-12,231.0,Poor,111.82,105.95,21.52,1.19,5.26,54.38
Lucknow,2017-06-13,256.0,Poor,144.61,105.95,40.14,1.57,4.21,33.68
Lucknow,2017-06-14,123.0,,51.67,105.95,26.41,1.0,7.71,34.07
Lucknow,2017-06-15,123.0,,51.67,105.95,26.41,1.0,7.71,34.07
Lucknow,2017-06-16,123.0,,212.17,105.95,29.65,1.32,3.48,19.38
Lucknow,2017-06-17,458.0,Severe,402.47,105.95,24.59,1.31,3.85,27.63
Lucknow,2017-06-18,323.0,Very Poor,54.0,105.95,27.83,1.5,3.14,31.87
Lucknow,2017-06-19,93.0,Satisfactory,71.85,105.95,23.64,1.26,3.96,40.94
Lucknow,2017-06-20,328.0,Very Poor,55.41,105.95,11.26,16.0,3.89,54.02
Lucknow,2017-06-21,183.0,Moderate,67.89,105.95,14.44,3.14,4.24,19.89
Lucknow,2017-06-22,97.0,Satisfactory,51.28,105.95,14.26,1.15,4.08,17.81
Lucknow,2017-06-23,111.0,Moderate,66.93,105.95,19.39,1.28,3.9,19.07
Lucknow,2017-06-24,152.0,Moderate,72.07,105.95,20.75,1.25,4.64,21.96
Lucknow,2017-06-25,128.0,Moderate,54.58,105.95,14.33,1.29,3.77,18.72
Lucknow,2017-06-26,78.0,Satisfactory,39.02,105.95,12.17,1.22,3.2,17.87
Lucknow,2017-06-27,66.0,Satisfactory,38.85,105.95,12.47,1.3,3.04,17.94
Lucknow,2017-06-28,70.0,Satisfactory,44.5,105.95,15.31,1.18,4.38,16.62
Lucknow,2017-06-29,80.0,Satisfactory,47.07,105.95,14.71,1.4,4.0,17.99
Lucknow,2017-06-30,79.0,Satisfactory,39.21,105.95,16.37,1.34,3.91,29.09
Lucknow,2017-07-01,89.0,Satisfactory,38.16,105.95,20.32,2.65,4.42,19.08
Lucknow,2017-07-02,106.0,Moderate,34.75,105.95,18.36,1.19,3.25,21.33
Lucknow,2017-07-03,78.0,Satisfactory,28.98,105.95,17.27,1.2,3.46,26.4
Lucknow,2017-07-04,61.0,Satisfactory,28.2,105.95,13.45,1.42,3.35,22.26
Lucknow,2017-07-05,61.0,Satisfactory,30.74,105.95,13.2,1.09,3.0,22.87
Lucknow,2017-07-06,53.0,Satisfactory,24.48,105.95,21.06,1.26,3.59,14.5
Lucknow,2017-07-07,58.0,Satisfactory,29.46,105.95,13.61,1.32,2.87,13.87
Lucknow,2017-07-08,69.0,Satisfactory,25.21,105.95,13.3,1.34,3.66,13.64
Lucknow,2017-07-09,64.0,Satisfactory,18.4,105.95,14.22,1.23,4.29,13.79
Lucknow,2017-07-10,75.0,Satisfactory,30.2,105.95,16.64,1.37,3.61,12.47
Lucknow,2017-07-11,58.0,Satisfactory,16.02,105.95,11.99,1.86,2.79,13.01
Lucknow,2017-07-12,43.0,Good,21.53,105.95,14.36,1.21,3.01,13.23
Lucknow,2017-07-13,55.0,Satisfactory,28.37,105.95,15.31,1.35,4.0,16.19
Lucknow,2017-07-14,82.0,Satisfactory,55.44,105.95,13.94,1.65,3.56,18.06
Lucknow,2017-07-15,96.0,Satisfactory,57.07,105.95,15.99,1.59,3.67,14.93
Lucknow,2017-07-16,87.0,Satisfactory,47.24,105.95,11.49,1.63,2.85,19.58
Lucknow,2017-07-17,73.0,Satisfactory,40.79,105.95,14.62,1.98,2.19,15.33
Lucknow,2017-07-18,78.0,Satisfactory,46.12,105.95,26.27,1.44,3.5,15.11
Lucknow,2017-07-19,83.0,Satisfactory,41.46,105.95,29.1,1.93,3.99,11.18
Lucknow,2017-07-20,69.0,Satisfactory,41.48,105.95,24.74,1.27,3.45,9.69
Lucknow,2017-07-21,83.0,Satisfactory,56.67,105.95,25.77,4.62,3.79,9.71
Lucknow,2017-07-22,122.0,Moderate,47.17,105.95,24.2,1.52,2.72,10.49
Lucknow,2017-07-23,79.0,Satisfactory,47.46,105.95,23.2,1.21,3.5,14.95
Lucknow,2017-07-24,80.0,Satisfactory,45.11,105.95,26.67,1.25,3.35,12.65
Lucknow,2017-07-25,68.0,Satisfactory,37.14,105.95,25.15,1.2,4.3,10.83
Lucknow,2017-07-26,66.0,Satisfactory,46.49,105.95,31.82,1.13,4.31,10.83
Lucknow,2017-07-27,149.0,Moderate,47.36,105.95,14.54,12.12,4.42,13.47
Lucknow,2017-07-28,84.0,Satisfactory,49.58,105.95,14.39,1.14,4.4,13.69
Lucknow,2017-07-29,85.0,Satisfactory,38.49,105.95,21.49,1.91,3.64,10.35
Lucknow,2017-07-30,78.0,Satisfactory,40.43,105.95,23.18,3.36,3.68,10.78
Lucknow,2017-07-31,64.0,Satisfactory,28.38,105.95,14.31,1.18,4.39,10.29
Lucknow,2017-08-01,57.0,Satisfactory,32.39,105.95,17.62,1.18,4.47,10.84
Lucknow,2017-08-02,76.0,Satisfactory,37.85,105.95,23.02,1.57,4.55,9.17
Lucknow,2017-08-03,78.0,Satisfactory,42.88,105.95,21.6,1.35,4.81,8.33
Lucknow,2017-08-04,125.0,Moderate,57.19,105.95,22.19,2.52,4.51,27.11
Lucknow,2017-08-05,156.0,Moderate,66.28,105.95,21.63,1.8,5.64,38.87
Lucknow,2017-08-06,158.0,Moderate,35.62,105.95,18.3,1.39,4.78,27.85
Lucknow,2017-08-07,126.0,Moderate,46.27,105.95,74.77,1.87,3.84,11.44
Lucknow,2017-08-08,80.0,Satisfactory,26.24,105.95,24.89,1.83,5.63,8.35
Lucknow,2017-08-09,70.0,Satisfactory,42.18,105.95,17.26,1.68,7.82,7.31
Lucknow,2017-08-10,146.0,Moderate,88.74,105.95,22.55,1.44,7.15,6.31
Lucknow,2017-08-11,126.0,Moderate,39.71,105.95,31.26,1.46,7.36,8.05
Lucknow,2017-08-12,84.0,Satisfactory,38.97,105.95,30.55,1.47,6.97,10.19
Lucknow,2017-08-13,81.0,Satisfactory,46.39,105.95,24.96,1.16,6.86,8.89
Lucknow,2017-08-14,175.0,Moderate,119.08,105.95,27.26,1.33,7.16,9.1
Lucknow,2017-08-15,134.0,Moderate,50.79,105.95,27.91,1.48,6.77,9.68
Lucknow,2017-08-16,97.0,Satisfactory,67.23,105.95,41.39,1.71,7.68,6.52
Lucknow,2017-08-17,172.0,Moderate,76.76,105.95,43.53,3.77,10.36,5.69
Lucknow,2017-08-18,129.0,Moderate,39.01,105.95,57.74,2.05,6.94,5.22
Lucknow,2017-08-19,66.0,Satisfactory,44.23,105.95,16.23,1.12,3.0,11.1
Lucknow,2017-08-20,110.0,Moderate,45.75,105.95,13.93,2.68,2.61,8.87
Lucknow,2017-08-21,72.0,Satisfactory,47.44,105.95,40.65,0.88,6.18,13.03
Lucknow,2017-08-22,75.0,Satisfactory,43.99,105.95,47.89,1.23,6.19,14.16
Lucknow,2017-08-23,75.0,Satisfactory,43.33,105.95,46.85,1.32,6.27,8.38
Lucknow,2017-08-24,73.0,Satisfactory,49.51,105.95,32.88,1.1,6.1,12.04
Lucknow,2017-08-25,76.0,Satisfactory,34.82,105.95,50.54,1.15,6.41,11.49
Lucknow,2017-08-26,63.0,Satisfactory,36.6,105.95,29.57,1.24,5.98,12.11
Lucknow,2017-08-27,56.0,Satisfactory,21.59,105.95,72.49,1.29,5.97,13.56
Lucknow,2017-08-28,50.0,Good,11.61,105.95,17.95,1.34,6.46,13.54
Lucknow,2017-08-29,41.0,Good,22.21,105.95,15.26,1.13,4.85,18.2
Lucknow,2017-08-30,55.0,Satisfactory,33.11,105.95,13.48,1.65,4.41,26.77
Lucknow,2017-08-31,108.0,Moderate,31.44,105.95,16.14,4.68,4.64,19.36
Lucknow,2017-09-01,70.0,Satisfactory,20.76,105.95,14.04,1.62,4.62,18.1
Lucknow,2017-09-02,72.0,Satisfactory,21.69,105.95,13.09,1.68,4.69,18.2
Lucknow,2017-09-03,66.0,Satisfactory,25.72,105.95,11.18,1.62,4.61,14.84
Lucknow,2017-09-04,83.0,Satisfactory,32.27,105.95,14.94,1.54,5.54,14.14
Lucknow,2017-09-05,73.0,Satisfactory,41.31,105.95,19.7,1.31,5.11,14.73
Lucknow,2017-09-06,84.0,Satisfactory,47.98,105.95,33.03,1.49,4.62,18.19
Lucknow,2017-09-07,77.0,Satisfactory,48.66,105.95,31.39,1.17,5.11,15.15
Lucknow,2017-09-08,96.0,Satisfactory,57.46,105.95,32.49,1.09,5.14,20.56
Lucknow,2017-09-09,95.0,Satisfactory,59.67,105.95,43.52,1.13,5.02,19.36
Lucknow,2017-09-10,116.0,Moderate,72.6,105.95,48.73,1.2,4.38,30.02
Lucknow,2017-09-11,171.0,Moderate,86.0,105.95,29.13,1.18,5.37,26.2
Lucknow,2017-09-12,163.0,Moderate,74.71,105.95,52.22,1.17,4.28,29.4
Lucknow,2017-09-13,153.0,Moderate,81.77,105.95,51.42,1.14,4.75,29.14
Lucknow,2017-09-14,173.0,Moderate,76.58,105.95,18.06,1.11,4.9,23.29
Lucknow,2017-09-15,120.0,Moderate,53.51,105.95,24.96,1.28,5.46,30.61
Lucknow,2017-09-16,79.0,Satisfactory,43.46,105.95,32.36,1.25,4.64,32.14
Lucknow,2017-09-17,76.0,Satisfactory,44.81,105.95,33.74,1.16,4.83,31.59
Lucknow,2017-09-18,75.0,Satisfactory,40.76,105.95,34.34,3.23,5.15,27.24
Lucknow,2017-09-19,141.0,Moderate,22.15,105.95,23.0,8.13,4.91,18.66
Lucknow,2017-09-20,61.0,Satisfactory,41.19,105.95,25.2,1.33,4.93,16.73
Lucknow,2017-09-21,67.0,Satisfactory,21.08,105.95,22.99,1.14,5.53,15.47
Lucknow,2017-09-22,176.0,Moderate,23.0,105.95,16.09,7.52,4.49,14.94
Lucknow,2017-09-23,59.0,Satisfactory,30.87,105.95,13.79,1.33,5.59,12.27
Lucknow,2017-09-24,79.0,Satisfactory,40.25,105.95,11.11,1.25,5.08,16.39
Lucknow,2017-09-25,76.0,Satisfactory,33.76,105.95,12.3,1.26,4.72,19.63
Lucknow,2017-09-26,89.0,Satisfactory,68.45,105.95,16.86,0.95,4.79,20.53
Lucknow,2017-09-27,151.0,Moderate,80.19,105.95,19.01,1.18,6.4,26.15
Lucknow,2017-09-28,160.0,Moderate,75.01,105.95,37.57,0.89,7.7,30.48
Lucknow,2017-09-29,140.0,Moderate,65.98,105.95,34.9,0.94,6.95,29.53
Lucknow,2017-09-30,135.0,Moderate,77.33,105.95,31.24,0.95,7.67,29.65
Lucknow,2017-10-01,140.0,Moderate,61.56,105.95,26.32,0.8,6.78,23.32
Lucknow,2017-10-02,115.0,Moderate,68.78,105.95,24.24,0.71,8.56,16.98
Lucknow,2017-10-03,122.0,Moderate,58.8,105.95,34.36,0.78,8.82,15.38
Lucknow,2017-10-04,100.0,Satisfactory,42.05,105.95,25.47,0.96,7.04,20.42
Lucknow,2017-10-05,95.0,Satisfactory,59.02,105.95,36.5,1.02,7.37,17.38
Lucknow,2017-10-06,103.0,Moderate,60.54,105.95,37.58,1.04,7.04,20.43
Lucknow,2017-10-07,138.0,Moderate,83.04,105.95,43.59,1.18,6.75,25.48
Lucknow,2017-10-08,188.0,Moderate,82.36,105.95,34.46,1.0,6.95,28.6
Lucknow,2017-10-09,165.0,Moderate,81.08,105.95,41.3,1.02,7.04,19.71
Lucknow,2017-10-10,207.0,Poor,100.7,105.95,34.8,1.11,8.1,22.94
Lucknow,2017-10-11,200.0,Moderate,73.41,105.95,30.57,1.1,5.91,18.43
Lucknow,2017-10-12,182.0,Moderate,95.02,105.95,44.26,0.79,6.5,23.52
Lucknow,2017-10-13,259.0,Poor,140.41,105.95,62.28,1.0,5.6,21.43
Lucknow,2017-10-14,311.0,Very Poor,138.31,105.95,53.25,0.87,5.22,31.1
Lucknow,2017-10-15,308.0,Very Poor,128.71,105.95,59.68,0.89,7.14,39.88
Lucknow,2017-10-16,319.0,Very Poor,169.38,105.95,72.26,0.73,11.86,28.96
Lucknow,2017-10-17,348.0,Very Poor,176.38,105.95,71.24,0.67,17.23,19.74
Lucknow,2017-10-18,354.0,Very Poor,194.31,105.95,55.68,0.97,21.34,18.81
Lucknow,2017-10-19,330.0,Very Poor,173.5,105.95,36.49,1.61,31.73,17.24
Lucknow,2017-10-20,362.0,Very Poor,172.87,105.95,29.79,1.51,15.66,15.35
Lucknow,2017-10-21,265.0,Poor,130.42,105.95,30.05,1.22,15.55,17.32
Lucknow,2017-10-22,339.0,Very Poor,229.03,105.95,57.38,1.44,19.69,26.57
Lucknow,2017-10-23,391.0,Very Poor,196.91,105.95,80.44,1.53,23.36,28.24
Lucknow,2017-10-24,353.0,Very Poor,199.31,105.95,75.27,1.76,21.03,26.58
Lucknow,2017-10-25,363.0,Very Poor,209.09,105.95,86.12,1.78,26.05,31.97
Lucknow,2017-10-26,379.0,Very Poor,204.12,105.95,89.66,1.34,26.34,25.79
Lucknow,2017-10-27,343.0,Very Poor,161.98,105.95,83.17,1.66,19.57,33.02
Lucknow,2017-10-28,338.0,Very Poor,171.39,105.95,84.41,1.44,19.45,29.39
Lucknow,2017-10-29,333.0,Very Poor,184.47,105.95,55.4,1.14,14.33,42.12
Lucknow,2017-10-30,344.0,Very Poor,155.1,105.95,59.52,1.28,10.32,37.37
Lucknow,2017-10-31,237.0,Poor,136.84,105.95,61.21,0.87,10.32,45.65
Lucknow,2017-11-01,312.0,Very Poor,151.16,105.95,44.85,1.15,7.29,37.03
Lucknow,2017-11-02,323.0,Very Poor,172.33,105.95,51.53,1.17,7.06,47.5
Lucknow,2017-11-03,354.0,Very Poor,195.75,105.95,56.67,1.75,6.81,46.69
Lucknow,2017-11-04,369.0,Very Poor,198.64,105.95,52.58,1.38,7.25,44.73
Lucknow,2017-11-05,388.0,Very Poor,195.99,105.95,49.04,2.76,8.52,46.58
Lucknow,2017-11-06,339.0,Very Poor,200.8,105.95,50.59,1.22,9.71,42.18
Lucknow,2017-11-07,362.0,Very Poor,230.94,105.95,59.57,1.35,10.21,46.2
Lucknow,2017-11-08,425.0,Severe,334.9,105.95,60.72,1.51,9.79,57.2
Lucknow,2017-11-09,495.0,Severe,387.84,105.95,55.77,1.65,9.39,56.13
Lucknow,2017-11-10,503.0,Severe,378.39,105.95,51.14,2.05,8.94,50.44
Lucknow,2017-11-11,463.0,Severe,258.15,105.95,52.54,1.31,10.15,60.8
Lucknow,2017-11-12,386.0,Very Poor,239.63,105.95,38.8,1.17,10.89,60.88
Lucknow,2017-11-13,454.0,Severe,446.68,105.95,62.1,1.81,10.83,45.74
Lucknow,2017-11-14,581.0,Severe,425.31,105.95,60.79,1.58,10.19,35.99
Lucknow,2017-11-15,444.0,Severe,237.11,105.95,56.89,1.85,9.5,37.48
Lucknow,2017-11-16,360.0,Very Poor,191.15,105.95,54.05,1.79,9.39,29.43
Lucknow,2017-11-17,361.0,Very Poor,181.72,105.95,46.83,1.28,8.03,37.44
Lucknow,2017-11-18,341.0,Very Poor,190.16,105.95,50.47,1.07,9.27,42.82
Lucknow,2017-11-19,360.0,Very Poor,192.63,105.95,49.27,0.89,24.02,40.77
Lucknow,2017-11-20,324.0,Very Poor,139.29,105.95,42.64,0.85,13.4,58.37
Lucknow,2017-11-21,316.0,Very Poor,171.74,105.95,48.07,1.0,6.62,69.72
Lucknow,2017-11-22,350.0,Very Poor,187.09,105.95,59.73,1.18,8.11,61.73
Lucknow,2017-11-23,344.0,Very Poor,167.77,105.95,60.97,1.19,8.36,54.78
Lucknow,2017-11-24,336.0,Very Poor,171.75,105.95,63.91,1.22,9.02,52.9
Lucknow,2017-11-25,342.0,Very Poor,194.67,105.95,73.69,1.28,11.13,54.83
Lucknow,2017-11-26,360.0,Very Poor,181.66,105.95,59.21,0.82,11.19,64.86
Lucknow,2017-11-27,342.0,Very Poor,230.28,105.95,60.42,1.03,12.16,65.26
Lucknow,2017-11-28,385.0,Very Poor,178.03,105.95,66.88,1.43,8.69,51.4
Lucknow,2017-11-29,364.0,Very Poor,236.79,105.95,92.62,2.29,10.96,34.01
Lucknow,2017-11-30,411.0,Severe,274.25,105.95,80.71,2.02,8.59,31.53
Lucknow,2017-12-01,434.0,Severe,286.15,105.95,73.94,2.39,8.26,29.09
Lucknow,2017-12-02,387.0,Very Poor,220.65,105.95,68.12,1.72,8.96,31.63
Lucknow,2017-12-03,389.0,Very Poor,226.91,105.95,69.83,1.68,8.77,29.46
Lucknow,2017-12-04,366.0,Very Poor,210.11,105.95,68.83,1.48,9.54,27.96
Lucknow,2017-12-05,366.0,Very Poor,194.41,105.95,54.82,1.25,10.58,29.49
Lucknow,2017-12-06,369.0,Very Poor,237.17,105.95,48.21,1.15,11.95,44.14
Lucknow,2017-12-07,351.0,Very Poor,119.24,105.95,46.04,0.96,8.77,43.58
Lucknow,2017-12-08,240.0,Poor,119.57,105.95,53.18,0.6,13.25,51.29
Lucknow,2017-12-09,310.0,Very Poor,178.06,105.95,64.87,1.01,15.34,38.22
Lucknow,2017-12-10,389.0,Very Poor,235.17,105.95,73.96,1.52,13.86,27.02
Lucknow,2017-12-11,354.0,Very Poor,164.75,105.95,73.78,1.6,10.23,28.25
Lucknow,2017-12-12,339.0,Very Poor,193.96,105.95,72.23,1.82,10.5,22.08
Lucknow,2017-12-13,352.0,Very Poor,173.02,105.95,60.94,0.81,8.87,29.12
Lucknow,2017-12-14,328.0,Very Poor,169.94,105.95,47.79,0.68,8.43,25.2
Lucknow,2017-12-15,328.0,Very Poor,155.69,105.95,49.63,0.7,11.8,24.85
Lucknow,2017-12-16,325.0,Very Poor,130.22,105.95,47.58,0.51,8.63,32.47
Lucknow,2017-12-17,293.0,Poor,150.31,105.95,56.93,1.05,10.49,37.52
Lucknow,2017-12-18,341.0,Very Poor,206.45,105.95,67.75,1.27,9.83,29.55
Lucknow,2017-12-19,417.0,Severe,347.73,105.95,78.85,2.57,10.93,22.79
Lucknow,2017-12-20,543.0,Severe,433.0,105.95,76.92,2.78,13.64,25.31
Lucknow,2017-12-21,486.0,Severe,288.47,105.95,57.72,1.79,12.24,49.22
Lucknow,2017-12-22,383.0,Very Poor,207.16,105.95,52.36,1.19,11.66,80.06
Lucknow,2017-12-23,337.0,Very Poor,158.89,105.95,54.32,0.93,9.16,77.57
Lucknow,2017-12-24,339.0,Very Poor,218.33,105.95,59.58,1.88,8.54,64.36
Lucknow,2017-12-25,395.0,Very Poor,233.41,105.95,49.73,2.01,7.07,61.54
Lucknow,2017-12-26,371.0,Very Poor,227.18,105.95,52.13,1.81,8.41,63.43
Lucknow,2017-12-27,425.0,Severe,290.8,105.95,59.6,1.94,8.66,64.21
Lucknow,2017-12-28,460.0,Severe,369.35,105.95,53.57,2.13,9.5,51.08
Lucknow,2017-12-29,443.0,Severe,243.94,105.95,46.83,2.15,10.19,39.17
Lucknow,2017-12-30,362.0,Very Poor,196.62,105.95,56.08,2.03,7.24,28.32
Lucknow,2017-12-31,387.0,Very Poor,235.15,105.95,53.25,2.14,7.64,49.5
Lucknow,2018-01-01,356.0,Very Poor,170.51,105.95,41.05,1.89,6.89,60.19
Lucknow,2018-01-02,320.0,Very Poor,199.89,105.95,34.35,1.39,8.56,50.44
Lucknow,2018-01-03,406.0,Severe,239.01,105.95,38.57,1.43,7.57,42.66
Lucknow,2018-01-04,389.0,Very Poor,250.36,105.95,46.68,1.6,7.77,30.7
Lucknow,2018-01-05,398.0,Very Poor,241.25,105.95,48.41,1.45,9.07,15.74
Lucknow,2018-01-06,359.0,Very Poor,192.99,105.95,49.57,1.67,8.87,27.13
Lucknow,2018-01-07,387.0,Very Poor,252.98,105.95,53.94,1.81,8.86,25.4
Lucknow,2018-01-08,431.0,Severe,300.46,105.95,58.74,1.83,9.17,25.25
Lucknow,2018-01-09,408.0,Severe,245.76,105.95,45.21,1.83,8.57,22.39
Lucknow,2018-01-10,398.0,Very Poor,235.73,105.95,46.46,2.1,8.8,27.65
Lucknow,2018-01-11,393.0,Very Poor,260.93,105.95,48.82,1.62,9.82,32.01
Lucknow,2018-01-12,427.0,Severe,301.74,105.95,54.54,1.29,9.29,17.78
Lucknow,2018-01-13,432.0,Severe,284.77,105.95,52.45,1.49,10.86,22.37
Lucknow,2018-01-14,420.0,Severe,231.89,105.95,62.82,1.36,9.76,26.75
